# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug  6 11:46:19 2023
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN elat:           Ecliptic Latitude [deg]
#
loc_rowid,pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,elat
353,HAT-P-44 c,HAT-P-44,872.20000000,1.752000,0.494000,55.02944
354,HAT-P-45 b,HAT-P-45,3.12899200,0.045200,0.049000,19.98772
355,HAT-P-46 b,HAT-P-46,4.46312900,0.057700,0.123000,20.46757
356,HAT-P-49 b,HAT-P-49,2.69155000,0.043780,0.000000,44.56141
357,HAT-P-5 b,HAT-P-5,2.78849000,0.040730,0.000000,59.95263
358,HAT-P-50 b,HAT-P-50,3.12201090,0.045300,0.115000,-8.63985
359,HAT-P-51 b,HAT-P-51,4.21802780,0.050690,0.123000,22.14724
360,HAT-P-52 b,HAT-P-52,2.75359530,0.036940,0.047000,12.07168
361,HAT-P-53 b,HAT-P-53,1.96162410,0.031590,0.134000,27.50229
362,HAT-P-54 b,HAT-P-54,3.79984700,0.041170,0.074000,2.34958
363,HAT-P-55 b,HAT-P-55,3.58524670,0.046040,0.139000,49.01397
364,HAT-P-56 b,HAT-P-56,2.79083000,0.042300,0.290000,4.17585
365,HAT-P-57 b,HAT-P-57,2.46530000,0.040600,0.000000,33.94394
366,HAT-P-58 b,HAT-P-58,4.01383790,0.049940,0.073000,34.44069
367,HAT-P-59 b,HAT-P-59,4.14197710,0.050640,0.030000,79.61171
368,HAT-P-6 b,HAT-P-6,3.85298000,0.052390,0.000000,40.25321
369,HAT-P-60 b,HAT-P-60,4.79478130,0.062770,0.250000,37.41762
370,HAT-P-61 b,HAT-P-61,1.90231289,0.030100,0.113000,27.21538
371,HAT-P-62 b,HAT-P-62,2.64532350,0.037720,0.101000,25.47046
372,HAT-P-63 b,HAT-P-63,3.37772800,0.042940,0.069000,3.10225
373,HAT-P-64 b,HAT-P-64,4.00723200,0.053870,0.101000,-19.39254
374,HAT-P-65 b,HAT-P-65,2.60545520,0.039510,0.304000,27.47371
375,HAT-P-66 b,HAT-P-66,2.97208600,0.043630,0.090000,38.81337
376,HAT-P-67 b,HAT-P-67,4.81010250,0.065050,0.000000,67.06032
377,HAT-P-68 b,HAT-P-68,2.29840551,0.029960,0.041000,3.02172
378,HAT-P-69 b,HAT-P-69,4.78694910,0.065550,0.000000,-14.03038
379,HAT-P-7 b,HAT-P-7,2.20474000,0.036760,0.000000,68.12398
380,HAT-P-70 b,HAT-P-70,2.74432452,0.047390,0.000000,-12.60904
381,HAT-P-8 b,HAT-P-8,3.07634000,0.044960,0.000000,38.80075
382,HAT-P-9 b,HAT-P-9,3.92281072,0.052870,0.084000,14.85084
383,HATS-1 b,HATS-1,3.44645900,0.044400,0.120000,-23.09171
384,HATS-10 b,HATS-10,3.31284600,0.044910,0.501000,-0.63581
385,HATS-11 b,HATS-11,3.61918800,0.050700,0.340000,-0.14734
386,HATS-12 b,HATS-12,3.14270200,0.044100,0.085000,2.88476
387,HATS-13 b,HATS-13,3.04404990,0.040570,0.181000,-9.19453
388,HATS-14 b,HATS-14,2.76676410,0.038150,0.142000,-7.84238
389,HATS-15 b,HATS-15,1.74748753,0.027120,0.126000,-1.29605
390,HATS-16 b,HATS-16,2.68650200,0.037440,0.000000,-26.76032
391,HATS-17 b,HATS-17,16.25461100,0.130800,0.029000,-38.39269
392,HATS-18 b,HATS-18,0.83784000,0.017400,0.166000,-28.91789
393,HATS-2 b,HATS-2,1.35413300,0.023000,0.000000,-21.89665
394,HATS-22 b,HATS-22,4.72281240,0.050250,0.079000,-29.24255
395,HATS-23 b,HATS-23,2.16051560,0.033970,0.114000,-27.29317
396,HATS-24 b,HATS-24,1.34849780,0.023800,0.000000,-38.31070
397,HATS-25 b,HATS-25,4.29864320,0.051630,0.176000,-11.51357
398,HATS-26 b,HATS-26,3.30238810,0.047350,0.245000,-39.76929
399,HATS-27 b,HATS-27,4.63703800,0.061100,0.581000,-37.04369
400,HATS-28 b,HATS-28,3.18107810,0.041310,0.202000,-26.22023
401,HATS-29 b,HATS-29,4.60587490,0.054750,0.158000,-31.98584
402,HATS-3 b,HATS-3,3.54785100,0.048500,0.000000,-6.44421
403,HATS-30 b,HATS-30,3.17435160,0.043540,0.096000,-54.45003
404,HATS-31 b,HATS-31,3.37796000,0.047800,0.233000,-17.81558
405,HATS-32 b,HATS-32,2.81265480,0.040240,0.471000,-14.10241
406,HATS-33 b,HATS-33,2.54955510,0.037270,0.080000,-33.29142
407,HATS-34 b,HATS-34,2.10616070,0.031660,0.108000,-54.69378
408,HATS-35 b,HATS-35,1.82099930,0.031990,0.306000,-41.55520
409,HATS-36 b,HATS-36,4.17518600,0.052300,0.105000,-1.21836
410,HATS-37 A b,HATS-37 A,4.33153660,0.049130,0.000000,-13.54688
411,HATS-38 b,HATS-38,4.37502100,0.050360,0.000000,-33.22293
412,HATS-39 b,HATS-39,4.57763480,0.060070,0.275000,-50.94368
413,HATS-4 b,HATS-4,2.51672900,0.036200,0.013000,-45.90823
414,HATS-40 b,HATS-40,3.26427360,0.049970,0.312000,-52.65898
415,HATS-41 b,HATS-41,4.19364900,0.058300,0.380000,-49.61401
416,HATS-42 b,HATS-42,2.29210200,0.036890,0.229000,-55.12784
417,HATS-43 b,HATS-43,4.38884970,0.049440,0.173000,-53.95580
418,HATS-44 b,HATS-44,2.74390040,0.036490,0.279000,-51.25406
419,HATS-45 b,HATS-45,4.18762440,0.055110,0.240000,-44.69689
420,HATS-46 b,HATS-46,4.74237290,0.053670,0.559000,-52.11036
421,HATS-47 b,HATS-47,3.92280380,0.042690,0.088000,-26.98793
422,HATS-48 A b,HATS-48 A,3.13166660,0.037690,0.162000,-36.89585
423,HATS-49 b,HATS-49,4.14804670,0.045150,0.071000,-52.10018
424,HATS-5 b,HATS-5,4.76338700,0.054200,0.019000,-42.63073
425,HATS-50 b,HATS-50,3.82970150,0.050460,0.516000,-5.46517
426,HATS-51 b,HATS-51,3.34887020,0.046390,0.330000,-51.68617
427,HATS-52 b,HATS-52,1.36665436,0.024980,0.246000,-43.97738
428,HATS-53 b,HATS-53,3.85377680,0.047530,0.330000,-32.04716
429,HATS-54 b,HATS-54,2.54417650,0.037000,0.000000,-33.06329
430,HATS-55 b,HATS-55,4.20420010,0.054120,0.092000,-53.25778
431,HATS-56 b,HATS-56,4.32479900,0.060430,0.019000,-41.06749
432,HATS-57 b,HATS-57,2.35062100,0.034930,0.028000,-38.92004
433,HATS-58 A b,HATS-58 A,4.21808960,0.057980,0.168000,-41.40294
434,HATS-59 b,HATS-59,5.41608100,0.061120,0.129000,-24.28437
435,HATS-59 c,HATS-59,1422.00000000,2.504000,0.083000,-24.28437
436,HATS-6 b,HATS-6,3.32527250,0.036230,0.000000,-42.45563
437,HATS-60 b,HATS-60,3.56082900,0.047080,0.191000,-6.57766
438,HATS-61 b,HATS-61,7.81795300,0.079080,0.092000,-45.16960
439,HATS-62 b,HATS-62,3.27688370,0.041630,0.298000,-6.32166
440,HATS-63 b,HATS-63,3.05665270,0.040260,0.136000,-49.21906
441,HATS-64 b,HATS-64,4.90889700,0.065620,0.151000,-41.10611
442,HATS-65 b,HATS-65,3.10516100,0.044970,0.062000,-4.91479
443,HATS-66 b,HATS-66,3.14143910,0.047140,0.064000,-56.63660
444,HATS-67 b,HATS-67,1.60917880,0.030320,0.057000,-41.33745
445,HATS-68 b,HATS-68,3.58622020,0.050710,0.036000,-57.01793
446,HATS-69 b,HATS-69,2.22525770,0.032110,0.519000,-38.24132
447,HATS-7 b,HATS-7,3.18531500,0.040120,0.170000,-8.79661
448,HATS-70 b,HATS-70,1.88823780,0.036320,0.180000,-52.86754
449,HATS-71 b,HATS-71,3.79552020,0.037450,0.000000,-59.17280
450,HATS-72 b,HATS-72,7.32794740,0.066517,0.013000,-7.59034
451,HATS-74 A b,HATS-74 A,1.73185606,0.023840,0.044000,-21.44832
452,HATS-75 b,HATS-75,2.78865560,0.032742,0.064000,-45.05342
453,HATS-76 b,HATS-76,1.94164230,0.026580,0.062000,-53.81248
454,HATS-77 b,HATS-77,3.08762620,0.036070,0.045000,-36.84491
455,HATS-8 b,HATS-8,3.58389300,0.046670,0.376000,-4.22679
456,HATS-9 b,HATS-9,1.91529100,0.031200,0.075000,1.87579
457,HD 100546 b,HD 100546,,53.000000,,-61.49887
458,HD 100655 b,HD 100655,157.57001000,0.680000,0.090000,16.25744
459,HD 100777 b,HD 100777,383.70001000,1.030000,0.360000,-6.76184
460,HD 10180 c,HD 10180,5.75969000,0.064120,0.073000,-61.61125
461,HD 10180 d,HD 10180,16.35700000,0.128590,0.131000,-61.61125
462,HD 10180 e,HD 10180,49.74800000,0.269900,0.051000,-61.61125
463,HD 10180 f,HD 10180,122.74400000,0.492900,0.119000,-61.61125
464,HD 10180 g,HD 10180,604.67000000,1.427000,0.263000,-61.61125
465,HD 10180 h,HD 10180,2205.00000000,3.381000,0.095000,-61.61125
466,HD 101930 b,HD 101930,70.46000000,0.300000,0.110000,-52.49241
467,HD 102117 b,HD 102117,20.81330000,0.150000,0.120000,-52.90563
468,HD 102195 b,HD 102195,4.11377000,0.050000,0.000000,1.16800
469,HD 102272 b,HD 102272,127.58000000,0.510000,0.050000,11.59514
470,HD 102329 b,HD 102329,778.09998000,1.810000,0.210000,1.87407
471,HD 102329 c,HD 102329,1123.00000000,,0.209000,1.87407
472,HD 102365 b,HD 102365,122.10000000,0.460000,0.340000,-37.85530
473,HD 102843 b,HD 102843,3090.94200000,4.074000,0.110000,-2.10927
474,HD 102956 b,HD 102956,6.49470000,0.080700,0.037000,50.08471
475,HD 103197 b,HD 103197,47.84000000,0.250000,0.000000,-45.53916
476,HD 103720 b,HD 103720,4.55570000,0.049800,0.086000,-2.87924
477,HD 103774 b,HD 103774,5.88810000,0.070000,0.090000,-11.40049
478,HD 103891 b,HD 103891,1919.00000000,3.270000,0.310000,-8.06165
479,HD 103949 b,HD 103949,120.87800000,0.439000,0.190000,-22.02010
480,HD 104067 b,HD 104067,55.80600000,0.260000,0.000000,-18.69278
481,HD 10442 b,HD 10442,1032.30000000,2.010000,0.132000,-7.33026
482,HD 104985 b,HD 104985,199.50500000,0.950000,0.090000,63.59776
483,HD 105618 b,HD 105618,10.02245000,0.091000,0.455000,11.22966
484,HD 105618 c,HD 105618,77114.07158000,35.731000,0.126000,11.22966
485,HD 105779 b,HD 105779,2412.00000000,3.380000,0.000000,-14.47239
486,HD 106252 b,HD 106252,1531.00000000,2.610000,0.480000,10.54468
487,HD 106270 b,HD 106270,1888.00000000,3.340000,0.185000,-7.37382
488,HD 106315 b,HD 106315,9.55237000,0.090700,0.093000,1.01948
489,HD 106315 c,HD 106315,21.05704000,0.153600,0.220000,1.01948
490,HD 10647 b,HD 10647,989.20000000,2.015000,0.150000,-57.30461
491,HD 106515 A b,HD 106515 A,3586.86089000,4.491000,0.565000,-5.15883
492,HD 106906 b,HD 106906,,650.000000,,-47.99243
493,HD 10697 b,HD 10697,1075.37990000,2.051000,0.104000,8.62165
494,HD 107148 b,HD 107148,48.05600000,0.269000,0.050000,-1.13814
495,HD 107148 c,HD 107148,18.32670000,0.140700,0.340000,-1.13814
496,HD 108147 b,HD 108147,10.89850000,0.102000,0.530000,-53.63331
497,HD 108236 b,HD 108236,3.79596300,0.045270,0.045000,-43.48993
498,HD 108236 c,HD 108236,6.20344900,0.062000,0.034000,-43.48993
499,HD 108236 d,HD 108236,14.17568500,0.107400,0.055000,-43.48993
500,HD 108236 e,HD 108236,19.59002500,0.136700,0.058000,-43.48993
501,HD 108236 f,HD 108236,29.54115000,0.175800,0.051000,-43.48993
502,HD 108341 b,HD 108341,1129.00000000,2.000000,0.850000,-58.70416
503,HD 108863 b,HD 108863,437.70000000,1.320000,0.032000,23.05464
504,HD 108874 b,HD 108874,394.48123000,1.040000,0.130000,23.90745
505,HD 108874 c,HD 108874,1624.00000000,2.659000,0.239000,23.90745
506,HD 109246 b,HD 109246,68.27000000,0.330000,0.120000,64.01677
507,HD 109271 b,HD 109271,7.85430000,0.079000,0.250000,-7.34960
508,HD 109271 c,HD 109271,30.93000000,0.196000,0.150000,-7.34960
509,HD 109286 b,HD 109286,520.10000000,1.259000,0.338000,10.01395
510,HD 109749 b,HD 109749,5.23989100,0.061500,0.000000,-33.42922
511,HD 10975 b,HD 10975,283.80000000,0.950000,0.442000,24.90231
512,HD 109833 b,HD 109833,9.18852600,,0.180000,-60.05035
513,HD 109833 c,HD 109833,13.90014800,,0.300000,-60.05035
514,HD 109988 b,HD 109988,17132.15854000,12.518000,0.056000,-26.03811
515,HD 110014 b,HD 110014,835.47700000,2.140000,0.462000,-3.46834
516,HD 110082 b,HD 110082,10.18271000,0.113000,0.200000,-66.08477
517,HD 110113 b,HD 110113,2.54100000,0.035000,0.093000,-36.25059
518,HD 110113 c,HD 110113,6.74400000,0.068000,0.045000,-36.25059
519,HD 110537 b,HD 110537,24469.67342000,16.714000,0.401000,0.52618
520,HD 11112 b,HD 11112,17244.90764000,13.380000,0.285000,-48.03442
521,HD 111232 b,HD 111232,1169.13202000,2.148000,0.214000,-55.31045
522,HD 111232 c,HD 111232,26472.44623000,17.250000,0.558000,-55.31045
523,HD 111591 b,HD 111591,1056.40000000,2.500000,0.260000,25.86512
524,HD 111998 b,HD 111998,825.90000000,1.820000,0.030000,1.97374
525,HD 112640 b,HD 112640,613.20000000,1.700000,0.240000,62.11800
526,HD 113337 b,HD 113337,317.58639000,1.022000,0.280000,60.33734
527,HD 113337 c,HD 113337,5429.93477000,6.805000,0.164000,60.33734
528,HD 11343 c,HIP 8541,228.53731000,0.923000,0.169000,-58.59002
529,HD 113538 b,HD 113538,663.20000000,1.240000,0.140000,-41.26829
530,HD 113538 c,HD 113538,1818.00000000,2.440000,0.200000,-41.26829
531,HD 113996 b,HD 113996,610.20000000,1.600000,0.280000,31.81962
532,HD 114082 b,HD 114082,109.75000000,0.510900,0.395000,-47.59295
533,HD 114386 b,HD 114386,937.70001000,1.730000,0.230000,-25.35167
534,HD 114613 b,HD 114613,4000.00000000,5.340000,0.458000,-27.72230
535,HD 114729 b,HD 114729,1121.79000000,2.067000,0.079000,-22.27648
536,HD 114783 b,HD 114783,493.70000000,1.160000,0.144000,5.03492
537,HD 114783 c,HD 114783,4319.00000000,4.970000,0.000000,5.03492
538,HD 11505 b,HD 11505,32669.22247000,20.247000,0.144000,-12.10177
539,HD 11506 b,HD 11506,1613.74017000,2.800000,0.391000,-28.92178
540,HD 11506 c,HD 11506,223.95986000,0.750000,0.233000,-28.92178
541,HD 11506 d,HD 11506,14723.57452000,12.235000,0.061000,-28.92178
542,HD 115404 A b,HD 115404 A,10.49488000,0.088000,0.232000,23.18355
543,HD 115404 A c,HD 115404 A,15319.22517000,11.364000,0.211000,23.18355
544,HD 115954 b,HD 115954,3700.00000000,5.000000,0.487000,42.53925
545,HD 116029 b,HD 116029,670.00000000,1.650000,0.000000,30.48172
546,HD 116029 c,HD 116029,907.00000000,,0.038000,30.48172
547,HD 117207 b,HD 117207,2621.75000000,3.787000,0.157000,-24.25186
548,HD 11755 b,HD 11755,433.70001000,1.090000,0.190000,55.18175
549,HD 117618 b,HD 117618,25.80000000,0.180000,0.150000,-34.61403
550,HD 118203 b,HD 118203,6.13350000,0.070000,0.310000,56.46699
551,HD 11964 b,HD 11964,1945.00000000,3.160000,0.041000,-20.77203
552,HD 11964 c,HD 11964,37.91000000,0.229000,0.300000,-20.77203
553,HD 11977 b,HD 11977,711.00000000,1.930000,0.400000,-67.11235
554,HD 120084 b,HD 120084,2085.10024000,4.341000,0.732000,68.95086
555,HD 121504 b,HD 121504,63.33000000,0.330000,0.030000,-40.70616
556,HD 12235 b,HD 12235,4.36305000,0.054000,0.376000,-8.58534
557,HD 12235 c,HD 12235,36336.70679000,22.210000,0.174000,-8.58534
558,HD 122562 c,HD 122562,84.96276000,0.406000,0.228000,31.07369
559,HD 124330 b,HD 124330,270.66000000,0.860000,0.340000,60.64128
560,HD 12484 b,HD 12484,58.83000000,0.297000,0.070000,-9.04660
561,HD 125271 b,HD 125271,14901.99295000,10.817000,0.165000,-60.69356
562,HD 125390 b,HD 125390,1757.39151000,3.496000,0.597000,48.79229
563,HD 125595 b,HD 125595,9.67370000,0.080000,0.000000,-24.79165
564,HD 125612 b,HD 125612,557.69994000,1.349000,0.446000,-3.25560
565,HD 125612 c,HD 125612,4.15466000,0.051000,0.149000,-3.25560
566,HD 125612 d,HD 125612,2822.72698000,3.982000,0.115000,-3.25560
567,HD 12648 b,HD 12648,133.60001000,0.540000,0.040000,63.90789
568,HD 126525 b,HD 126525,960.41000000,1.837000,0.035000,-35.10759
569,HD 12661 b,HD 12661,262.70862000,0.840000,0.380000,12.00084
570,HD 12661 c,HD 12661,1708.00000000,2.814500,0.031000,12.00084
571,HD 126614 b,HD 126614,1257.25303000,2.249000,0.548000,8.85560
572,HD 127506 b,HD 127506,65.78395000,0.287000,0.240000,46.90916
573,HD 128311 b,HD 128311,453.01900000,1.084000,0.303000,23.70559
574,HD 128311 c,HD 128311,921.53800000,1.740000,0.159000,23.70559
575,HD 128356 b,HD 128356,298.20000000,0.870000,0.570000,-9.94380
576,HD 129445 b,HD 129445,1840.00000000,2.900000,0.700000,-49.43620
577,HD 130322 b,HD 130322,10.70871000,0.092500,0.029000,15.13267
578,HD 131496 b,HD 131496,896.00000000,2.010000,0.181000,33.12189
579,HD 13167 b,HD 13167,2613.00000000,4.100000,0.563000,-35.10947
580,HD 13189 b,HD 13189,471.60001000,1.250000,0.270000,18.07545
581,HD 132406 b,HD 132406,974.00000000,1.980000,0.340000,64.40732
582,HD 132563 b,HD 132563,1544.00000000,2.620000,0.220000,56.98824
583,HD 133131 A b,HD 133131 A,649.00000000,1.440000,0.330000,-10.13308
584,HD 133131 A c,HD 133131 A,3568.00000000,4.490000,0.490000,-10.13308
585,HD 133131 B b,HD 133131 B,5769.00000000,6.150000,0.610000,-10.13122
586,HD 134060 b,HD 134060,3.26960000,0.044400,0.450000,-41.68271
587,HD 134060 c,HD 134060,1291.56460000,2.392800,0.110000,-41.68271
588,HD 134987 b,HD 134987,258.17999000,0.810000,0.230000,-7.09208
589,HD 134987 c,HD 134987,5000.00000000,5.800000,0.120000,-7.09208
590,HD 135872 b,HD 135872,2422.32597000,4.172000,0.164000,12.57277
591,HD 136118 b,HD 136118,1187.59765000,2.327000,0.344000,16.13479
592,HD 136352 b,HD 136352,11.57797000,0.096400,0.000000,-28.77012
593,HD 136352 c,HD 136352,27.59221000,0.172100,0.000000,-28.77012
594,HD 136352 d,HD 136352,107.24500000,0.425000,0.000000,-28.77012
595,HD 136418 b,HD 136418,464.29999000,1.290000,0.250000,56.86371
596,HD 136925 b,HD 136925,4540.00000000,5.130000,0.103000,30.77346
597,HD 13724 c,HD 13724,142.22895000,0.534000,0.651000,-54.84511
598,HD 137388 b,HD 137388,330.00000000,0.890000,0.360000,-58.14808
599,HD 137496 b,HD 137496,1.62116000,0.027320,0.000000,2.22095
600,HD 137496 c,HD 137496,479.90000000,1.216300,0.477000,2.22095
601,HD 13808 b,HD 13808,14.18150000,0.105190,0.071000,-60.29349
602,HD 13808 c,HD 13808,53.75300000,0.255400,0.156000,-60.29349
603,HD 13908 b,HD 13908,19.38200000,0.154000,0.020000,47.92420
604,HD 13908 c,HD 13908,931.00000000,2.030000,0.120000,47.92420
605,HD 13931 b,HD 13931,4218.00000000,5.150000,0.020000,28.24657
606,HD 139357 b,HD 139357,1124.79139000,2.949000,0.099000,68.52747
607,HD 1397 b,HD 1397,11.53533000,0.109700,0.251000,-58.52317
608,HD 14067 b,HD 14067,2721.23479000,5.236000,0.681000,9.47749
609,HD 140901 b,HD 140901,9.02378000,0.085000,0.472000,-17.51918
610,HD 140901 c,HD 140901,7417.50547000,7.421000,0.607000,-17.51918
611,HD 141004 b,HD 141004,15.50830000,0.123800,0.160000,26.53906
612,HD 141399 b,HD 141399,94.44000000,0.415000,0.040000,63.85921
613,HD 141399 c,HD 141399,201.99000000,0.689000,0.048000,63.85921
614,HD 141399 d,HD 141399,1069.80000000,2.090000,0.074000,63.85921
615,HD 141399 e,HD 141399,5000.00000000,5.000000,0.260000,63.85921
616,HD 141937 b,HD 141937,653.21997000,1.500000,0.410000,1.72652
617,HD 142 A d,HD 142,108.45299000,0.474000,0.130000,-44.46112
618,HD 142 b,HD 142,351.43394000,1.039000,0.158000,-44.46112
619,HD 142 c,HD 142,10159.64279000,9.811000,0.277000,-44.46112
620,HD 142022 A b,HD 142022 A,1928.00000000,2.930000,0.530000,-61.32547
621,HD 142245 b,HD 142245,1299.00000000,2.780000,0.000000,34.75845
622,HD 142415 b,HD 142415,386.29999000,1.060000,0.500000,-38.75411
623,HD 143105 b,HD 143105,2.19740000,0.037900,0.070000,77.92862
624,HD 143361 b,HD 143361,1039.15000000,1.988000,0.197000,-23.27986
625,HD 144899 b,HD 144899,40.43914000,0.242000,0.821000,-26.37672
626,HD 145377 b,HD 145377,103.95000000,0.450000,0.310000,-5.87424
627,HD 145457 b,HD 145457,176.30000000,0.760000,0.110000,46.71848
628,HD 145675 c,14 Her,15732.45889000,11.924000,0.393000,62.87885
629,HD 145934 b,HD 145934,2751.53433000,4.890000,0.078000,33.78057
630,HD 1461 b,HD 1461,5.77152000,0.063400,0.172000,-9.24453
631,HD 1461 c,HD 1461,13.50520000,0.111700,0.305000,-9.24453
632,HD 147018 b,HD 147018,44.23600000,0.238800,0.468600,-39.47580
633,HD 147018 c,HD 147018,1008.00000000,1.922000,0.133000,-39.47580
634,HD 147379 b,HD 147379,86.78000000,0.323000,0.070000,79.91776
635,HD 147513 b,HD 147513,528.40000000,1.320000,0.260000,-17.34606
636,HD 14787 b,HD 14787,676.60000000,1.700000,0.155000,-3.21498
637,HD 147873 b,HD 147873,116.59600000,0.522000,0.207000,-11.74052
638,HD 147873 c,HD 147873,491.54000000,1.360000,0.230000,-11.74052
639,HD 148156 b,HD 148156,1027.00000000,2.450000,0.520000,-24.23488
640,HD 148164 b,HD 148164,328.55000000,0.993000,0.587000,33.10892
641,HD 148164 c,HD 148164,5062.00000000,6.150000,0.125000,33.10892
642,HD 148427 b,HD 148427,331.50000000,1.040000,0.160000,8.27229
643,HD 149026 b,HD 149026,2.87589000,0.043640,0.000000,59.05972
644,HD 149143 b,HD 149143,4.07182000,0.053000,0.016700,23.73392
645,HD 149806 b,HD 149806,16521.52778000,12.404000,0.357000,22.09461
646,HD 150010 b,HD 150010,562.00000000,1.400000,0.200000,80.28786
647,HD 1502 b,HD 1502,428.50000000,1.262000,0.031000,10.97472
648,HD 150706 b,HD 150706,5894.00000000,6.700000,0.380000,75.52328
649,HD 151450 b,HD 151450,21.89288000,0.160000,0.496000,6.39552
650,HD 151450 c,HD 151450,18144.76236000,14.131000,0.138000,6.39552
651,HD 152079 b,HD 152079,2918.92000000,4.187000,0.532000,-23.61019
652,HD 152581 b,HD 152581,686.50000000,1.660000,0.040000,34.28497
653,HD 152843 b,HD 152843,11.62640000,0.105300,0.140000,42.76296
654,HD 152843 c,HD 152843,24.38000000,,0.115000,42.76296
655,HD 15337 b,HD 15337,4.75615000,0.052200,0.090000,-39.56889
656,HD 15337 c,HD 15337,17.17840000,0.126800,0.050000,-39.56889
657,HD 153557 b,HD 153557,7.29903000,0.068000,0.065000,69.16074
658,HD 153557 c,HD 153557,15.27018000,0.111000,0.511000,69.16074
659,HD 153557 d,HD 153557,40654.64809000,21.449000,0.152000,69.16074
660,HD 153950 b,HD 153950,499.39999000,1.280000,0.340000,-20.38615
661,HD 154088 b,HD 154088,18.56000000,0.134000,0.344000,-5.73188
662,HD 154345 b,HD 154345,3341.55884000,4.210000,0.040000,69.12153
663,HD 154672 b,HD 154672,163.94000000,0.600000,0.610000,-33.36612
664,HD 154857 b,HD 154857,408.60001000,1.290000,0.460000,-33.57957
665,HD 154857 c,HD 154857,3452.00000000,5.360000,0.060000,-33.57957
666,HD 155193 b,HD 155193,352.65000000,1.040000,0.210000,32.83392
667,HD 155358 b,HD 155358,194.30000000,0.630000,0.170000,55.96527
668,HD 155358 c,HD 155358,391.90000000,1.020000,0.160000,55.96527
669,HD 155918 b,HD 155918,1.87567000,0.030000,0.194000,-52.03731
670,HD 155918 c,HD 155918,17202.19446000,13.183000,0.071000,-52.03731
671,HD 156098 b,HD 156098,21.85849000,0.167000,0.109000,-9.56416
672,HD 156098 c,HD 156098,7841.58390000,8.415000,0.391000,-9.56416
673,HD 156279 b,HD 156279,133.40355000,0.502000,0.647000,84.04124
674,HD 156279 c,HD 156279,4818.25358000,5.486000,0.261000,84.04124
675,HD 156411 b,HD 156411,842.20000000,1.880000,0.220000,-25.36617
676,HD 156668 b,HD 156668,4.64550000,0.050000,0.000000,52.11322
677,HD 156668 c,HD 156668,811.30000000,1.570000,0.089000,52.11322
678,HD 156846 b,HD 156846,359.51001000,1.120000,0.850000,3.78666
679,HD 158038 b,HD 158038,521.00000000,1.500000,0.290000,50.38716
680,HD 158259 b,HD 158259,2.17800000,,,75.58584
681,HD 158259 c,HD 158259,3.43200000,,,75.58584
682,HD 158259 d,HD 158259,5.19808140,,,75.58584
683,HD 158259 e,HD 158259,7.95100000,,,75.58584
684,HD 158259 f,HD 158259,12.02800000,,,75.58584
685,HD 158996 b,HD 158996,820.20000000,2.100000,0.130000,76.16918
686,HD 15906 b,HD 15906,10.92470900,0.090000,0.110000,-24.03136
687,HD 15906 c,HD 15906,21.58329800,0.141000,0.040000,-24.03136
688,HD 159243 b,HD 159243,12.62000000,0.110000,0.020000,28.96502
689,HD 159243 c,HD 159243,248.40000000,0.800000,0.075000,28.96502
690,HD 159868 b,HD 159868,1184.10000000,2.320000,0.024000,-19.78116
691,HD 159868 c,HD 159868,351.00000000,1.032000,0.184000,-19.78116
692,HD 1605 b,HD 1605,577.20000000,1.492000,0.095000,26.21176
693,HD 1605 c,HD 1605,2149.00000000,3.584000,0.099000,26.21176
694,HD 160691 b,HD 160691,645.00000000,1.500000,0.128000,-28.43390
695,HD 160691 c,HD 160691,3947.00000000,4.170000,0.098500,-28.43390
696,HD 160691 d,HD 160691,9.63920000,0.092860,0.000000,-28.43390
697,HD 160691 e,HD 160691,307.90000000,0.934000,0.066600,-28.43390
698,HD 161178 b,HD 161178,279.30000000,0.850000,0.044000,83.78150
699,HD 16141 b,HD 16141,75.52300000,0.360000,0.250000,-17.81541
700,HD 16175 b,HD 16175,990.00000000,2.120000,0.600000,25.32672
701,HD 162020 b,HD 162020,8.42820000,0.080000,0.280000,-16.89433
702,HD 163607 b,HD 163607,75.22030000,0.362000,0.744100,79.80456
703,HD 163607 c,HD 163607,1272.00000000,2.390000,0.080000,79.80456
704,HD 16417 b,HD 16417,17.24000000,0.140000,0.200000,-46.71066
705,HD 164509 b,HD 164509,280.17000000,0.870000,0.238000,23.54320
706,HD 164595 b,HD 164595,40.00000000,0.230000,0.088000,53.01182
707,HD 164604 b,HD 164604,641.47200000,1.331000,0.350000,-5.12341
708,HD 164922 b,HD 164922,1207.00000000,2.160000,0.080000,49.74777
709,HD 164922 c,HD 164922,75.74000000,0.341000,0.120000,49.74777
710,HD 164922 d,HD 164922,12.45800000,0.103000,0.120000,49.74777
711,HD 164922 e,HD 164922,41.76300000,0.229200,0.086000,49.74777
712,HD 165131 b,HD 165131,2342.60000000,3.540000,0.670800,1.75974
713,HD 165155 b,HD 165155,434.50000000,1.130000,0.200000,-6.48469
